text,title,source,cluster_label,pca_dim_1,pca_dim_2
"Democrats Reject Bipartisan Bill To Pay Troops, Essential Federal Workers During Shutdown Democrats Reject Bipartisan Bill To Pay Troops, Essential Federal Workers During Shutdown","Democrats Reject Bipartisan Bill To Pay Troops, ‘Essential’ Federal Workers During Shutdown",The Daily Caller,3,0.076343305,0.3438085
Billionaire Owner Woos Trump With Flattering TIME Cover After Meltdown Leigh Kimmins The Daily Beast Billionaire Owner Woos Trump With Flattering TIME Cover After Meltdown Leigh Kimmins The Daily Beast,Billionaire Owner Woos Trump With Flattering TIME Cover After Meltdown (Leigh Kimmins/The Daily Beast),Memeorandum.com,4,0.33096126,0.4083068
Video Find out why Impinj is trading higher today Video Find out why Impinj is trading higher today,Video: Find out why Impinj is trading higher today,Thefly.com,-1,-0.1345032,-0.21696514
Award Winning Film An Inconvenient Study Sparks Global Debate on Vaccine Safety and Chronic Disease Award Winning Film An Inconvenient Study Sparks Global Debate on Vaccine Safety and Chronic Disease,Award-Winning Film An Inconvenient Study Sparks Global Debate on Vaccine Safety and Chronic Disease,GlobeNewswire,-1,0.32903746,-0.12162466
Russia suspected of diverting NEC submarine cables for military use Russia suspected of diverting NEC submarine cables for military use,Russia suspected of diverting NEC submarine cables for military use,Japan Today,-1,-0.013720913,-0.13409893
The Week contest Shutdown spirits The Week contest Shutdown spirits,The Week contest: Shutdown spirits,The Week Magazine,-1,-0.1700044,-0.0005683504
"AU Deals Smash Hits, Dragon Hunts and Absolute Must Owns Light Up This Week s Sales AU Deals Smash Hits, Dragon Hunts and Absolute Must Owns Light Up This Week s Sales","AU Deals: Smash Hits, Dragon Hunts and Absolute Must Owns Light Up This Week’s Sales",IGN,-1,-0.017604629,-0.23470291
"Disney is alerting viewers that its networks, including ABC and ESPN, could go dark on YouTube TV if the two sides don t reach a deal by 11 59pm ET October 30 Alex Sherman CNBC Disney is alerting viewers that its networks, including ABC and ESPN, could go dark on YouTube TV if the two sides don t reach a deal by 11 59pm ET October 30 Alex Sherman CNBC","Disney is alerting viewers that its networks, including ABC and ESPN, could go dark on YouTube TV if the two sides don't reach a deal by 11:59pm ET October 30 (Alex Sherman/CNBC)",Mediagazer.com,-1,0.16158009,0.008022486
"SAVARA CLASS ACTION ALERT Bragar Eagel Squire, P.C. Urgently Reminds Investors of the November 7th Deadline in the Filed Class Action Lawsuit SAVARA CLASS ACTION ALERT Bragar Eagel Squire, P.C. Urgently Reminds Investors of the November 7th Deadline in the Filed Class Action Lawsuit","SAVARA CLASS ACTION ALERT: Bragar Eagel & Squire, P.C. Urgently Reminds Investors of the November 7th Deadline in the Filed Class Action Lawsuit",GlobeNewswire,0,0.5090457,-0.21955241
Spain Finds Remains of Man Swept Downriver in 2024 Floods Spain Finds Remains of Man Swept Downriver in 2024 Floods,Spain Finds Remains of Man Swept Downriver in 2024 Floods,Newser,-1,-0.18075518,-0.05239142
"Frank Wimberley, Artist of Controlled Accidents, Dies at 99 Frank Wimberley, Artist of Controlled Accidents, Dies at 99","Frank Wimberley, Artist of Controlled Accidents, Dies at 99",Hyperallergic,-1,-0.044560168,0.013395503
"Here s exactly when you can play The Outer Worlds 2 the release date, launch times, and Early Access for the huge Xbox Game Pass RPG is almost here Here s exactly when you can play The Outer Worlds 2 the release date, launch times, and Early Access for the huge Xbox Game Pass RPG is almost here","Here's exactly when you can play The Outer Worlds 2 — the release date, launch times, and Early Access for the huge Xbox Game Pass RPG is almost here",Windows Central,1,-0.026081087,-0.3176479
First high resolution structure of key herpes virus protein opens path to new antivirals First high resolution structure of key herpes virus protein opens path to new antivirals,First high-resolution structure of key herpes virus protein opens path to new antivirals,Phys.Org,-1,-0.0039855205,-0.22155969
Barbra Streisand Slams Latest Ridiculous Trump Move As Symbolic Of His Presidency Barbra Streisand Slams Latest Ridiculous Trump Move As Symbolic Of His Presidency,Barbra Streisand Slams Latest 'Ridiculous' Trump Move As Symbolic Of His Presidency,HuffPost,-1,-0.10108495,0.11723297
Trump says the government owes him a lot of money over federal probes. Here s how he could be paid Trump says the government owes him a lot of money over federal probes. Here s how he could be paid,Trump says the government owes him a ‘lot of money’ over federal probes. Here’s how he could be paid,PBS,3,0.009729908,0.2848283
Kaun Banega Crorepati 17 Contestant Shiva Chohan quits game at Rs 25 lakh question but correctly answers Kaun Banega Crorepati 17 Contestant Shiva Chohan quits game at Rs 25 lakh question but correctly answers,Kaun Banega Crorepati 17: Contestant Shiva Chohan quits game at Rs 25 lakh question but correctly answers,The Times of India,2,-0.3133797,-0.18130061
"Boise State vs. Nevada live stream, where to watch online, CBS Sports Network channel finder, odds Boise State vs. Nevada live stream, where to watch online, CBS Sports Network channel finder, odds","Boise State vs. Nevada live stream, where to watch online, CBS Sports Network channel finder, odds",CBS Sports,-1,-0.068091996,0.047335543
Trump Pardons Convicted Binance Founder CZ Zhao Trump Pardons Convicted Binance Founder CZ Zhao,Trump Pardons Convicted Binance Founder 'CZ' Zhao,HuffPost,-1,0.008411373,0.18442257
"Death of chess champ Daniel Naroditsky investigated as possible suicide or overdose, police say Death of chess champ Daniel Naroditsky investigated as possible suicide or overdose, police say","Death of chess champ Daniel Naroditsky investigated as possible suicide or overdose, police say",NBC News,-1,-0.17859212,0.100545496
Sabio Announces LIFE Offering of Up to 4 Million Sabio Announces LIFE Offering of Up to 4 Million,Sabio Announces LIFE Offering of Up to $4 Million,GlobeNewswire,0,0.46951926,-0.30976957
"Phillips Edison reports Q3 core EPS 65c, consensus 64c Phillips Edison reports Q3 core EPS 65c, consensus 64c","Phillips Edison reports Q3 core EPS 65c, consensus 64c",Thefly.com,-1,0.32740405,-0.29037818
"Trump Vows to End Aid If Israel Annexes West Bank, Ignoring Ongoing Annexation Trump Vows to End Aid If Israel Annexes West Bank, Ignoring Ongoing Annexation","Trump Vows to End Aid If Israel Annexes West Bank, Ignoring Ongoing Annexation",Truthout,-1,0.01709026,0.16758052
Alabama football Week 9 opponent preview South Carolina Gamecocks Alabama football Week 9 opponent preview South Carolina Gamecocks,Alabama football Week 9 opponent preview: South Carolina Gamecocks,USA Today,3,-0.18480733,0.02633454
CCTV images show last sightings of wanted asylum seeker after he was released from prison in error CCTV images show last sightings of wanted asylum seeker after he was released from prison in error,CCTV images show last sightings of wanted asylum seeker after he was released from prison in error,Sky.com,2,-0.23289925,-0.081170686
"Texas reporter links Titans, Dolphins jobs to Longhorns coach Steve Sarkisian Texas reporter links Titans, Dolphins jobs to Longhorns coach Steve Sarkisian","Texas reporter links Titans, Dolphins jobs to Longhorns coach Steve Sarkisian",Sporting News,3,-0.1587,0.104589954
Mario is Making His Way to The Macy s Thanksgiving Parade Mario is Making His Way to The Macy s Thanksgiving Parade,Mario is Making His Way to The Macy’s Thanksgiving Parade,Gizmodo.com,-1,-0.07132968,-0.041793782
"Bears vs. Ravens Where to watch NFL Week 8, betting odds, promos, score prediction with Lamar Jackson out Bears vs. Ravens Where to watch NFL Week 8, betting odds, promos, score prediction with Lamar Jackson out","Bears vs. Ravens: Where to watch NFL Week 8, betting odds, promos, score prediction with Lamar Jackson out",CBS Sports,3,-0.2120996,0.031375743
Trump to Use 130 Million Donation to Help Pay Troops Greg Jaffe New York Times Trump to Use 130 Million Donation to Help Pay Troops Greg Jaffe New York Times,Trump to Use $130 Million Donation to Help Pay Troops (Greg Jaffe/New York Times),Memeorandum.com,4,0.34627986,0.44911438
Freed Sputnik Azerbaijan Editor in Chief Belousov Arrives in Moscow Freed Sputnik Azerbaijan Editor in Chief Belousov Arrives in Moscow,Freed Sputnik Azerbaijan Editor-in-Chief Belousov Arrives in Moscow,Sputnikglobe.com,-1,0.05971391,0.024156243
"India Today November 3, 2025 India Today November 3, 2025","India Today - November 3, 2025",Rlsbb.to,-1,0.24298751,-0.1354088
Swinney happy to meet Bayoh family after inquiry team quits Swinney happy to meet Bayoh family after inquiry team quits,Swinney 'happy to meet' Bayoh family after inquiry team quits,BBC News,2,-0.32189173,-0.09254676
"Outlook November 1, 2025 Outlook November 1, 2025","Outlook - November 1, 2025",Rlsbb.to,-1,0.36854956,-0.1696097
Tim Walz Donor and Former Minneapolis Chamber CEO INDICTED on Five Counts of Bank and Wire Fraud Accused of Embezzling 200K and Stealing 30K Reward Money for Unsolved Child Murder Cases Tim Walz Donor and Former Minneapolis Chamber CEO INDICTED on Five Counts of Bank and Wire Fraud Accused of Embezzling 200K and Stealing 30K Reward Money for Unsolved Child Murder Cases,Tim Walz Donor and Former Minneapolis Chamber CEO INDICTED on Five Counts of Bank and Wire Fraud — Accused of Embezzling $200K and Stealing $30K Reward Money for Unsolved Child Murder Cases,Thegatewaypundit.com,-1,0.08755988,0.21098466
Bombay high court directs MMRCL to deposit 250cr arbitral award with registry in 8 weeks to stay its execution Bombay high court directs MMRCL to deposit 250cr arbitral award with registry in 8 weeks to stay its execution,Bombay high court directs MMRCL to deposit 250cr arbitral award with registry in 8 weeks to stay its execution,The Times of India,2,-0.19270743,-0.18842913
"The alleged 200,000 tip to Mafia that led to arrest of Terry Rozier The alleged 200,000 tip to Mafia that led to arrest of Terry Rozier","The alleged $200,000 tip to Mafia that led to arrest of Terry Rozier",New York Post,-1,-0.110977724,0.14997344
Thursday is set for highly anticipated summit between Trump and Xi Jinping Thursday is set for highly anticipated summit between Trump and Xi Jinping,Thursday is set for highly anticipated summit between Trump and Xi Jinping,Yahoo Entertainment,-1,-0.094787784,-0.013073383
"Thrift store doll dubbed Anne of Scream Gables actually sculpture by late artist, says son Thrift store doll dubbed Anne of Scream Gables actually sculpture by late artist, says son","Thrift store doll dubbed 'Anne of Scream Gables' actually sculpture by late artist, says son",CBC News,-1,-0.11036485,0.012310009
Nextracker Inc options imply 7.8 move in share price post earnings Nextracker Inc options imply 7.8 move in share price post earnings,Nextracker Inc options imply 7.8% move in share price post-earnings,Thefly.com,0,0.41361964,-0.2686247
This Is the People s House! ABC s Mary Bruce Spars With Karoline Leavitt Over East Wing Demolition for Trump Ballroom This Is the People s House! ABC s Mary Bruce Spars With Karoline Leavitt Over East Wing Demolition for Trump Ballroom,‘This Is the People’s House!’ ABC’s Mary Bruce Spars With Karoline Leavitt Over East Wing Demolition for Trump Ballroom,Mediaite,-1,0.020402098,0.27438056
Stellan Skarsgard shares innovative technology he uses to help him act after stroke Stellan Skarsgard shares innovative technology he uses to help him act after stroke,Stellan Skarsgard shares innovative technology he uses to help him act after stroke,The-independent.com,-1,-0.17558078,-0.107496776
Chess grandmaster mourned as game authorities investigate Russian rival for alleged cyberbullying Chess grandmaster mourned as game authorities investigate Russian rival for alleged cyberbullying,Chess grandmaster mourned as game authorities investigate Russian rival for alleged cyberbullying,Boston Herald,-1,-0.20960456,-0.09113976
Matchroom Wins Purse Bid as Andy Cruz Lands IBF Lightweight Title Shot vs Raymond Muratalla for Early 2026 Clash Matchroom Wins Purse Bid as Andy Cruz Lands IBF Lightweight Title Shot vs Raymond Muratalla for Early 2026 Clash,Matchroom Wins Purse Bid as Andy Cruz Lands IBF Lightweight Title Shot vs Raymond Muratalla for Early 2026 Clash,Boxingnews24.com,-1,-0.1390081,-0.08598594
"Cicadas and the science of synchrony How light, sound, and instinct guide their chorus Cicadas and the science of synchrony How light, sound, and instinct guide their chorus","Cicadas and the science of synchrony: How light, sound, and instinct guide their chorus",The Times of India,2,-0.2521502,-0.16565369
"KISS co founders Gene Simmons, Paul Stanley and Peter Criss attend Ace Frehley s private funeral KISS co founders Gene Simmons, Paul Stanley and Peter Criss attend Ace Frehley s private funeral","KISS co-founders Gene Simmons, Paul Stanley and Peter Criss attend Ace Frehley’s private funeral",New York Post,-1,0.020586457,0.050350264
"Universal Orlando Is Making It A Lot Easier To Visit Epic Universe, And Now I Think I Need To Go Back Universal Orlando Is Making It A Lot Easier To Visit Epic Universe, And Now I Think I Need To Go Back","Universal Orlando Is Making It A Lot Easier To Visit Epic Universe, And Now I Think I Need To Go Back",CinemaBlend,-1,-0.12889011,-0.13954239
A View From the Easel A View From the Easel,A View From the Easel,Hyperallergic,-1,0.032912955,-0.042045947
"Trump Russia Sanctions Already Working, China Backing Down Trump Russia Sanctions Already Working, China Backing Down","Trump Russia Sanctions Already Working, China Backing Down",Thegatewaypundit.com,-1,-0.072901934,0.06483109
"SEMLER CLASS ACTION REMINDER Bragar Eagel Squire, P.C. Urges Semler Scientific Investors to Contact the Firm Before the October 28th Deadline SEMLER CLASS ACTION REMINDER Bragar Eagel Squire, P.C. Urges Semler Scientific Investors to Contact the Firm Before the October 28th Deadline","SEMLER CLASS ACTION REMINDER: Bragar Eagel & Squire, P.C. Urges Semler Scientific Investors to Contact the Firm Before the October 28th Deadline",GlobeNewswire,0,0.52063155,-0.1768178
Scales scores as Celtic storm back to beat Sturm Graz Scales scores as Celtic storm back to beat Sturm Graz,Scales scores as Celtic storm back to beat Sturm Graz,RTE,-1,-0.18378952,-0.13244265
Trump Opens Pristine Alaska Wilderness to Drilling Trump Opens Pristine Alaska Wilderness to Drilling,Trump Opens Pristine Alaska Wilderness to Drilling,Politicalwire.com,-1,0.007877829,0.17286046
Cuomo Under Fire for Islamophobic Comments As Campaign Deletes Racist AI Ad Cuomo Under Fire for Islamophobic Comments As Campaign Deletes Racist AI Ad,Cuomo Under Fire for Islamophobic Comments As Campaign Deletes Racist AI Ad,Truthout,3,0.0396482,0.28018963
Male physiology Democrat judges claim powerlifting group s ban on men in women s events is discriminatory Male physiology Democrat judges claim powerlifting group s ban on men in women s events is discriminatory,‘Male physiology’: Democrat judges claim powerlifting group’s ban on men in women’s events is ‘discriminatory’,Wnd.com,-1,-0.18552238,0.13839984
Poll Republican Paul LePage Leads Democrat Rep. Jared Golden in Maine House Race Poll Republican Paul LePage Leads Democrat Rep. Jared Golden in Maine House Race,Poll: Republican Paul LePage Leads Democrat Rep. Jared Golden in Maine House Race,Breitbart News,3,0.076460004,0.3919044
"As 11 billion cash shortfall looms, we ask is Volkswagen cooked? As 11 billion cash shortfall looms, we ask is Volkswagen cooked?","As $11 billion cash shortfall looms, we ask: is Volkswagen cooked?",Electrek,-1,-0.013404844,-0.09107149
"The most mid Square Enix game in existence, Balan Wonderworld, shocks the nation and sells a single copy in the US this September Somebody made the conscious decision to pick up that game The most mid Square Enix game in existence, Balan Wonderworld, shocks the nation and sells a single copy in the US this September Somebody made the conscious decision to pick up that game","The most mid Square Enix game in existence, Balan Wonderworld, shocks the nation and sells a single copy in the US this September: ""Somebody made the conscious decision to pick up that game""",GamesRadar+,1,0.06811298,-0.2472953
Un American Public school teacher faces DOJ probe over unhinged threat to ICE Un American Public school teacher faces DOJ probe over unhinged threat to ICE,‘Un-American’: Public school teacher faces DOJ probe over ‘unhinged’ threat to ICE,Wnd.com,-1,-0.13856219,0.081772365
"NBA reacts to arrests of Chauncey Billups, Terry Rozier on illegal gambling charges NBA reacts to arrests of Chauncey Billups, Terry Rozier on illegal gambling charges","NBA reacts to arrests of Chauncey Billups, Terry Rozier on illegal gambling charges",CBS News,3,-0.19222696,0.14300247
"GBank Financial Holdings Inc. Announces Third Quarter 2025 Quarterly Earnings Call Scheduled for Wednesday, October 29th, at 10 00 A.M., Pacific Time GBank Financial Holdings Inc. Announces Third Quarter 2025 Quarterly Earnings Call Scheduled for Wednesday, October 29th, at 10 00 A.M., Pacific Time","GBank Financial Holdings Inc. Announces Third Quarter 2025 Quarterly Earnings Call Scheduled for Wednesday, October 29th, at 10:00 A.M., Pacific Time",GlobeNewswire,0,0.48772955,-0.18014547
Heat wave caused key part of Florida coral reef to become functionally extinct Heat wave caused key part of Florida coral reef to become functionally extinct,"Heat wave caused key part of Florida coral reef to become ""functionally extinct""",CBS News,-1,-0.14301075,-0.006630473
"Bigg Boss Malayalam 7 Aryan wins fourth ticket to finale game, Noora continues to lead the race Bigg Boss Malayalam 7 Aryan wins fourth ticket to finale game, Noora continues to lead the race","Bigg Boss Malayalam 7: Aryan wins fourth ticket to finale game, Noora continues to lead the race",The Times of India,2,-0.34235123,-0.19335625
Behind Enemy Lines Auburn vs. Arkansas preview with Curtis Wilkerson of Inside Arkansas Behind Enemy Lines Auburn vs. Arkansas preview with Curtis Wilkerson of Inside Arkansas,Behind Enemy Lines: Auburn vs. Arkansas preview with Curtis Wilkerson of Inside Arkansas,USA Today,3,-0.19848844,0.073000394
Why wellness programs fail health care Why wellness programs fail health care,Why wellness programs fail health care,Kevinmd.com,-1,-0.03487381,0.054670062
London And Tokyo Unite On The mita x Offspring x adidas ZX8000 London And Tokyo Unite On The mita x Offspring x adidas ZX8000,London And Tokyo Unite On The mita x Offspring x adidas ZX8000,Sneaker News,-1,0.078778,-0.37148347
Report exposes billions in funding for homeless industrial complex Report exposes billions in funding for homeless industrial complex,Report exposes billions in funding for ‘homeless industrial complex’,Wnd.com,-1,0.1480483,-0.01594589
2 relatives held for rape of 16 year old girl 2 relatives held for rape of 16 year old girl,2 relatives held for rape of 16-year-old girl,The Times of India,2,-0.31115922,-0.14166388
MSNBC Highlights Oct. 24 MSNBC Highlights Oct. 24,MSNBC Highlights - Oct. 24,Biztoc.com,-1,0.15360343,0.08777464
"Colorado snow lovers, rejoice A Basin opens for the season Sunday Colorado snow lovers, rejoice A Basin opens for the season Sunday","Colorado snow lovers, rejoice: A-Basin opens for the season Sunday",The Denver Post,-1,-0.17043585,0.022413887
Khanan 25 IIT Dhanbad Hosts National Techno Mining Fest Exploring Sustainable Growth and Innovation Khanan 25 IIT Dhanbad Hosts National Techno Mining Fest Exploring Sustainable Growth and Innovation,Khanan' 25: IIT Dhanbad Hosts National Techno-Mining Fest Exploring Sustainable Growth and Innovation,The Times of India,2,-0.19858359,-0.22720306
"Chatra bound bus up in flames in Mandar, close shave for passengers Chatra bound bus up in flames in Mandar, close shave for passengers","Chatra bound bus up in flames in Mandar, close shave for passengers",The Times of India,2,-0.30336106,-0.105297685
Greek singer songwriter Dionysis Savvopoulos buried in a state funeral Greek singer songwriter Dionysis Savvopoulos buried in a state funeral,Greek singer-songwriter Dionysis Savvopoulos buried in a state funeral,ABC News,-1,-0.10107065,0.020009648
Hut 8 HUT Soars 17 as Funds Flock to HPC Hut 8 HUT Soars 17 as Funds Flock to HPC,Hut 8 (HUT) Soars 17% as Funds Flock to HPC,Yahoo Entertainment,-1,-0.18158361,-0.10355327
Grindr GRND Soars 18.9 on Billion Dollar Privatization Bid Grindr GRND Soars 18.9 on Billion Dollar Privatization Bid,Grindr (GRND) Soars 18.9% on Billion-Dollar Privatization Bid,Yahoo Entertainment,-1,0.17354704,-0.18825433
Republican Minnesota gov candidate blasts Tim Walz on election integrity fraud capital of the country Republican Minnesota gov candidate blasts Tim Walz on election integrity fraud capital of the country,Republican Minnesota gov candidate blasts Tim Walz on election integrity: ‘fraud capital of the country’,New York Post,3,0.15258417,0.32917216
Korean barbecue pork jerky recalled for potential metal contamination Korean barbecue pork jerky recalled for potential metal contamination,Korean barbecue pork jerky recalled for potential metal contamination,USA Today,-1,-0.12973559,-0.055390105
BNN proposes Desa Bersinar as national anti drug program BNN proposes Desa Bersinar as national anti drug program,BNN proposes Desa Bersinar as national anti-drug program,Antaranews.com,-1,-0.049754478,-0.1696936
"Bigg Boss Malayalam 7 Nevin faces massive backlash for his behaviour towards Anumol and Shanavas, netizens say he needs to be out Bigg Boss Malayalam 7 Nevin faces massive backlash for his behaviour towards Anumol and Shanavas, netizens say he needs to be out","Bigg Boss Malayalam 7: Nevin faces massive backlash for his behaviour towards Anumol and Shanavas, netizens say he needs to be out",The Times of India,2,-0.33245382,-0.1286889
The Single Most Important AI Chart of the Decade The Single Most Important AI Chart of the Decade,The Single Most Important AI Chart of the Decade,Biztoc.com,-1,0.054715365,-0.2818608
"Donors for Trump s 300m White House ballroom include Google, Apple and Palantir The Guardian Donors for Trump s 300m White House ballroom include Google, Apple and Palantir The Guardian","Donors for Trump's $300m White House ballroom include Google, Apple and Palantir (The Guardian)",Memeorandum.com,4,0.43763575,0.29785094
"Nielsen viewership of YouTube on TVs in the US inched down from a high of 13.4 in July to 12.6 in September, but still leads other distributors Sam Gutelle Tubefilter Nielsen viewership of YouTube on TVs in the US inched down from a high of 13.4 in July to 12.6 in September, but still leads other distributors Sam Gutelle Tubefilter","Nielsen: viewership of YouTube on TVs in the US inched down from a high of 13.4% in July to 12.6% in September, but still leads other distributors (Sam Gutelle/Tubefilter)",Mediagazer.com,-1,0.2050231,-0.07938339
Going to be a dog fight Andi Jackson shares inside look at Nebraska volleyball s Big Ten streak and winning mindset Going to be a dog fight Andi Jackson shares inside look at Nebraska volleyball s Big Ten streak and winning mindset,“Going to be a dog fight”: Andi Jackson shares inside look at Nebraska volleyball’s Big Ten streak and winning mindset,The Times of India,3,-0.29758704,-0.043827027
Ford is halting F 150 Lightning production to focus on more profitable gas and hybrid trucks Ford is halting F 150 Lightning production to focus on more profitable gas and hybrid trucks,Ford is halting F-150 Lightning production to focus on more profitable gas and hybrid trucks,Electrek,-1,0.051434655,-0.118674554
Imperial Reports Production for 2025 Third Quarter at Red Chris Mine Imperial Reports Production for 2025 Third Quarter at Red Chris Mine,Imperial Reports Production for 2025 Third Quarter at Red Chris Mine,GlobeNewswire,0,0.38915476,-0.27867615
Democrats grapple with concerns about Black voter turnout in New Jersey Democrats grapple with concerns about Black voter turnout in New Jersey,Democrats grapple with concerns about Black voter turnout in New Jersey,NBC News,-1,0.018002488,0.3007448
MercadoLibre Takes on Amazon Brazil With Casas Bahia Pact MercadoLibre Takes on Amazon Brazil With Casas Bahia Pact,MercadoLibre Takes on Amazon Brazil With Casas Bahia Pact,Biztoc.com,-1,0.07716923,-0.20166661
The Birmingham Barons are adding another Hall of Famer to their roster soon News The Birmingham Barons are adding another Hall of Famer to their roster soon News,The Birmingham Barons are adding another Hall of Famer to their roster soon [News],Fark.com,-1,-0.09576105,-0.00942667
Portland Trail Blazers coach Chauncey Billups and Miami Heat player Terry Rozier arrested BBC Portland Trail Blazers coach Chauncey Billups and Miami Heat player Terry Rozier arrested BBC,Portland Trail Blazers coach Chauncey Billups and Miami Heat player Terry Rozier arrested - BBC,Slashdot.org,-1,-0.07014495,0.13812874
"With championships in her bloodline, Columbine shortstop Liv Keiter leads Rebels into Class 5A state tournament With championships in her bloodline, Columbine shortstop Liv Keiter leads Rebels into Class 5A state tournament","With championships in her bloodline, Columbine shortstop Liv Keiter leads Rebels into Class 5A state tournament",The Denver Post,-1,-0.19353187,-0.019641863
"Fortnite Will Add Moe From The Simpsons In Next Major Update, It Seems Fortnite Will Add Moe From The Simpsons In Next Major Update, It Seems","Fortnite Will Add Moe From The Simpsons In Next Major Update, It Seems",GameSpot,-1,-0.027521126,-0.18917109
"Nearly 1 in 5 urinary tract infections linked to contaminated meat, study finds Nearly 1 in 5 urinary tract infections linked to contaminated meat, study finds","Nearly 1 in 5 urinary tract infections linked to contaminated meat, study finds",CBS News,-1,-0.049826156,-0.058334015
Trump calls off surge in San Francisco Jeremy B. White Politico Trump calls off surge in San Francisco Jeremy B. White Politico,Trump calls off 'surge' in San Francisco (Jeremy B. White/Politico),Memeorandum.com,4,0.3937597,0.45486093
Pelosi Says Police May Arrest Federal Agents Who Violate California Law New York Times Pelosi Says Police May Arrest Federal Agents Who Violate California Law New York Times,Pelosi Says Police May Arrest Federal Agents Who Violate California Law (New York Times),Memeorandum.com,4,0.3582561,0.4003355
Is the Recent Glass Innovation Surge Justifying Corning s 87 Share Price Gain in 2025? Is the Recent Glass Innovation Surge Justifying Corning s 87 Share Price Gain in 2025?,Is the Recent Glass Innovation Surge Justifying Corning’s 87% Share Price Gain in 2025?,Yahoo Entertainment,0,0.33717984,-0.1119482
"Jennifer Aniston Gives Gwyneth Paltrow Her Flowers, Says There s One Reason She Thrives So Well In Hollywood Jennifer Aniston Gives Gwyneth Paltrow Her Flowers, Says There s One Reason She Thrives So Well In Hollywood","Jennifer Aniston Gives Gwyneth Paltrow Her Flowers, Says There's One Reason She Thrives So Well In Hollywood",CinemaBlend,-1,-0.10174781,0.025370447
Is Hims Hers Health Still a Smart Opportunity After 124 Stock Surge in 2025? Is Hims Hers Health Still a Smart Opportunity After 124 Stock Surge in 2025?,Is Hims & Hers Health Still a Smart Opportunity After 124% Stock Surge in 2025?,Yahoo Entertainment,-1,0.103697725,-0.08700794
"Bad Irish Won t Vote for Establishment Candidate Slates They Spoil Votes , Should Be Thrown Off Relief Welfare Bad Irish Won t Vote for Establishment Candidate Slates They Spoil Votes , Should Be Thrown Off Relief Welfare","""Bad"" Irish Won't Vote for Establishment Candidate Slates (They ""Spoil Votes""), Should Be Thrown Off Relief (Welfare)",Freerepublic.com,-1,-0.21850942,0.078250036
Ohio judge could face further consequences over Charlie Kirk comments Ohio judge could face further consequences over Charlie Kirk comments,Ohio judge could face further consequences over Charlie Kirk comments,Wnd.com,-1,-0.24590242,0.13106595
"Disgraced Prince Andrew Offered an Arabian Palace to Live in Luxury in Abu Dhabi, Away from the Mounting Pressures in the UK Over His Endless Scandals Disgraced Prince Andrew Offered an Arabian Palace to Live in Luxury in Abu Dhabi, Away from the Mounting Pressures in the UK Over His Endless Scandals","Disgraced Prince Andrew Offered an Arabian Palace to Live in Luxury in Abu Dhabi, Away from the Mounting Pressures in the UK Over His Endless Scandals",Freerepublic.com,-1,-0.07171748,0.06573558
Te Kamo butcher Omak Meats wins silver at National Sausage Competition Te Kamo butcher Omak Meats wins silver at National Sausage Competition,Te Kamo butcher Omak Meats wins silver at National Sausage Competition,New Zealand Herald,-1,-0.13225886,-0.044538837
Inside Prince Andrew and Ex Wife Sarah Ferguson s Unusual Relationship Inside Prince Andrew and Ex Wife Sarah Ferguson s Unusual Relationship,Inside Prince Andrew and Ex-Wife Sarah Ferguson's Unusual Relationship,Eonline.com,-1,-0.17214526,0.07574207
Heavy is the teacher s burden Heavy is the teacher s burden,Heavy is the teacher’s burden,The Star Online,-1,-0.1983361,-0.07224795
Official sign language interpreter to make history Official sign language interpreter to make history,Official sign language interpreter to make history,The Star Online,-1,-0.104782775,-0.021628812
"OP Bancorp reports Q3 EPS 45c, two estimates 44c OP Bancorp reports Q3 EPS 45c, two estimates 44c","OP Bancorp reports Q3 EPS 45c, two estimates 44c",Thefly.com,0,0.36227384,-0.215666
"BayCom reports Q3 EPS 46c, consensus 52c BayCom reports Q3 EPS 46c, consensus 52c","BayCom reports Q3 EPS 46c, consensus 52c",Thefly.com,-1,0.2711663,-0.24744116
Vans Old Skool 36 Hot Streak Heads To ComplexCon With Two Pearlized Pairs Vans Old Skool 36 Hot Streak Heads To ComplexCon With Two Pearlized Pairs,Vans’ Old Skool 36 Hot Streak Heads To ComplexCon With Two “Pearlized” Pairs,Sneaker News,-1,0.017664833,-0.2691747
"Mohawk Industries reports Q3 adjusted EPS 2.67, consensus 2.64 Mohawk Industries reports Q3 adjusted EPS 2.67, consensus 2.64","Mohawk Industries reports Q3 adjusted EPS $2.67, consensus $2.64",Thefly.com,-1,0.20415239,-0.12132477
"Hunter Biden blasts irrelevant Jake Tapper, suggests CNN anchor used ChatGPT to write book Poor journalism Hunter Biden blasts irrelevant Jake Tapper, suggests CNN anchor used ChatGPT to write book Poor journalism","Hunter Biden blasts ‘irrelevant’ Jake Tapper, suggests CNN anchor used ChatGPT to write book: ‘Poor journalism’",New York Post,-1,0.040732898,0.2970421
Alberta teen faces new charges after terrorism peace bond for alleged online extremism ties Alberta teen faces new charges after terrorism peace bond for alleged online extremism ties,Alberta teen faces new charges after terrorism peace bond for alleged online extremism ties,CBC News,-1,-0.10240203,0.05453861
